gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks.1,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
2629583912,INECOL,XAL,urn:catalog:INECOL:XAL:XAL0119836:b39445f645daa7bb083171d78b93f343,XAL0119836,,G. Castillo-Campos; P. Zamora C.; A. Contreras H.; S. Zamudio R.,5523,1990-04-20T00:00:00,1990.0,4.0,20.0,,MX,Tamaulipas,"Agua Linda, Reserva del Rancho el Cielo",-99.226111,23.1075,1800.0,BOSQUE DE PINO Y ENCINO,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque de coníferas Forma de crecimiento / Arbusto Longevidad / Perenne Características de Plantas / Tamaño / 1.5 m Información ambiental / Primaria/Secundaria / Secundaria Características de Plantas / Flor / Amarilla Otros Datos Ejemplar / Abundancia: Regular Otros Datos Ejemplar / Capturista: Eva Otros Datos Ejemplar / FechaCapturaEjemplar: 08/10/2009 12:01:59 p.m.,,,False,True,,COORDINATE_ROUNDED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629578576,INECOL,XAL,urn:catalog:INECOL:XAL:Y010592:c2d6cd0e3b696330c4c943615ecfdeb9,Y010592,,C. Chan V.,633,1981-07-20T00:00:00,1981.0,7.0,20.0,,MX,Campeche,NO DISPONIBLE,-90.380555,20.5,12.0,Selva baja caducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical caducifolio Información ambiental / Tipo de suelo: suelo negro, húmedo Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: blanca Características de Plantas / Tamaño: 2 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:44 a.m.",,,False,True,70.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629577760,INECOL,XAL,urn:catalog:INECOL:XAL:Y009920:f441d14631b44287b3957128e29a47cc,Y009920,,A. Puch T.,467,1981-07-07T00:00:00,1981.0,7.0,7.0,,MX,Yucatan,NO DISPONIBLE,-89.391667,20.358333,25.0,Selva baja caducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical caducifolio Información ambiental / Tipo de suelo: suelo rojo, pedregoso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: verde amarilla Características de Plantas / Tamaño: 1.50 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:44 a.m.",,,False,True,70.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629577044,INECOL,XAL,urn:catalog:INECOL:XAL:XAL0000868:3009813eee83d6a091364b7c2dcf341d,XAL0000868,,A.C. Aguilar Ch.,9,2001-04-19T00:00:00,2001.0,4.0,19.0,,MX,Veracruz de ignacio de la llave,Camino Santa Ana-Santa Gertrudis,-96.580833,19.845833,300.0,Selva mediana subperennifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque tropical perennifolio Forma de crecimiento / Árbol Información ambiental / Primaria/Secundaria / Secundaria Otros datos / Nombre común / chacuaco Otros Datos Ejemplar / Abundancia: Abundante Otros Datos Ejemplar / Capturista: Eva Otros Datos Ejemplar / FechaCapturaEjemplar: 31/08/2009 11:02:16 a.m.,,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629576795,INECOL,XAL,urn:catalog:INECOL:XAL:Y018807:82cdb5201c8874b92b629db77d54d426,Y018807,,L.M. Ortega T.,249,1988-03-22T00:00:00,1988.0,3.0,22.0,,MX,Yucatan,"Ex-Hacienda de Chunchucmil, 30 km al NW de Maxcanú",-90.211389,20.643056,12.0,Selva baja caducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque tropical caducifolio Características de Plantas / Flor: blanca Características de Plantas / Tamaño: 2 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Regular Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:45 a.m.,,,False,True,70.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629576555,INECOL,XAL,urn:catalog:INECOL:XAL:Y010594:50c8d8386144b4e93c4f4a23850f198b,Y010594,,C. Chan V.; P.J. Yam P.,1524,1982-05-26T00:00:00,1982.0,5.0,26.0,,MX,Campeche,camino blanco Moguel-Río Zapote,-90.583333,19.316667,2.0,Selva baja caducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical caducifolio Información ambiental / Tipo de suelo: suelo negro, semi pedregoso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: amarilla Características de Plantas / Tamaño: 2 m Características de Plantas / Asociada: Bignoniaceas Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:44 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629571634,INECOL,XAL,urn:catalog:INECOL:XAL:Y010597:829c941350f631a203eaf1a8fa71b6f2,Y010597,,C. Chan V.; M. Burgos C.,1401,1982-05-09T00:00:00,1982.0,5.0,9.0,,MX,Quintana roo,NO DISPONIBLE,-88.416667,18.583333,0.0,Selva mediana subperennifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical perennifolio Información ambiental / Tipo de suelo: suelo negro, pedregoso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: amarillo claro Características de Plantas / Fruto: verde claro Características de Plantas / Tamaño: 1.50 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:44 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629570201,INECOL,XAL,urn:catalog:INECOL:XAL:V118613:f547e6ac66d67a29161861a65ef01b3e,V118613,,P. Zamora C.; G. Castillo-Campos,1431,1989-11-09T00:00:00,1989.0,11.0,9.0,,MX,Veracruz de ignacio de la llave,Cerro Macuiltepetl,-96.920555,19.548056,1500.0,"Bosque caducifolio, a la entrada del cráter",,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque mesófilo de montaña Información ambiental / Tipo de suelo: Suelo café, arcilloso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Fruto: Verde Características de Plantas / Tamaño: 2.50 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:52 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629569438,INECOL,XAL,urn:catalog:INECOL:XAL:V093622:95463c00f40a3ce207bcbac1f71cc7fe,V093622,,R. Robles G.,470 bis,1986-03-03T00:00:00,1986.0,3.0,3.0,,MX,Veracruz de ignacio de la llave,Sierra Cruz Tetela,-96.703333,18.633333,400.0,Selva Mediana Subcaducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque tropical caducifolio Información ambiental / Tipo de suelo: Suelo arcilloso Información ambiental / Primaria/Secundaria: Primaria Características de Plantas / Fruto: negro Características de Plantas / Tamaño: 45 cm Características de Plantas / Asociada: Brosimum alicastrum Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:53 a.m.,,,False,True,90.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629567899,INECOL,XAL,urn:catalog:INECOL:XAL:V101208:ce94f997813a7cf5100ef5e2e2aa95db,V101208,,M.E. Ortíz G.,330,1986-11-19T00:00:00,1986.0,11.0,19.0,,MX,Veracruz de ignacio de la llave,NO DISPONIBLE,-96.316667,19.233333,25.0,Selva baja caducifolia. Colecta en solar,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical caducifolio Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: blanca, verdosa Características de Plantas / Tamaño: 2.50 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: cálido subhúmedo Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:52 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629566709,INECOL,XAL,urn:catalog:INECOL:XAL:V101149:585126e5ac45a197871bf164339b1dc9,V101149,,M.E. Ortíz G.,239,1986-10-24T00:00:00,1986.0,10.0,24.0,,MX,Veracruz de ignacio de la llave,Vargas,-96.32,19.225278,25.0,"Selva baja caducifolia. Circundante, colectada en solar",,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque tropical caducifolio Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: amarillenta Características de Plantas / Fruto: verde Características de Plantas / Tamaño: 2 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: cálido subhúmedo Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:52 a.m.,,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629565865,INECOL,XAL,urn:catalog:INECOL:XAL:V103505:bff542482053b004fdd44f7119a5a303,V103505,,F. Ventura A.,18554,1981-06-04T00:00:00,1981.0,6.0,4.0,,MX,Veracruz de ignacio de la llave,Plan de Sedeño,-97.006111,19.570833,1750.0,Bosque de encino. En cañada,,,PRESERVED_SPECIMEN,e5051a2e700305a75d022023bb2b7a33,36892.0,Sapindaceae,Billia,Billia rosea,Billia hippocastanum Peyr.,SYNONYM,Billia rosea (Planch. & Linden) C.Ulloa & P.Jørg.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,TipoVegetacion / Bosque de Quercus Información ambiental / Tipo de suelo: ND Características de Plantas / Fruto: Verde Características de Plantas / Tamaño: 10 m Forma de crecimiento / Árbol: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / No disponible: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:48 a.m.,,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Billia rosea (Planch. & Linden) C.Ulloa & P.Jørg.,Mexico,"(17, 27]"
2629564933,INECOL,XAL,urn:catalog:INECOL:XAL:V104600:103d5236942537fe259431a8925f1ed1,V104600,,L. Ballesteros M.,176,1980-04-10T00:00:00,1980.0,4.0,10.0,,MX,Veracruz de ignacio de la llave,El Reparo,-98.407222,20.665,1850.0,Ruderal,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"Información ambiental / Tipo de suelo: Suelo amarillo, arcilloso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: amarilla Características de Plantas / Tamaño: 5 m Forma de crecimiento / Árbol: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Abundante Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:50 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629563460,INECOL,XAL,urn:catalog:INECOL:XAL:V092771:a9b6716d6a5bb420c9f1567d8a6f056e,V092771,,R. Acosta P.,1219,1986-05-17T00:00:00,1986.0,5.0,17.0,,MX,Veracruz de ignacio de la llave,"Predio Pipiapan, Cerro Pipiapan",-95.060278,18.445,700.0,Selva Mediana Subcaducifolia,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical caducifolio Información ambiental / Tipo de suelo: Suelo café oscuro, areno arcilloso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: verde Características de Plantas / Tamaño: 3 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Abundante Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:52 a.m.",,,False,True,90.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629563409,INECOL,XAL,urn:catalog:INECOL:XAL:V091734:b76baa6eeccc30e3d2220d3fe02045c7,V091734,,NO DISPONIBLE,9015,1961-10-26T00:00:00,1961.0,10.0,26.0,,MX,Veracruz de ignacio de la llave,"36.4 km carretera Nanchital-Cárdenas, 1.8 km de Las Choapas",-94.093611,17.925278,25.0,Selva alta perennifolia,,,PRESERVED_SPECIMEN,f572844009bb03351a29a78e40541337,43448.0,Moraceae,Brosimum,Brosimum guianense,Brosimum panamense (Pittier) Standl. & Steyerm.,SYNONYM,Brosimum guianense (Aubl.) Huber ex Ducke,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque tropical perennifolio Información ambiental / Tipo de suelo: ND Características de Plantas / Tamaño: ND Características de Plantas / Asociada: Dialium guianense, Terminalia amazonia Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / No disponible: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:45 a.m.",,,False,True,90.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Brosimum guianense (Aubl.) Huber,Mexico,"(17, 27]"
2629560642,INECOL,XAL,urn:catalog:INECOL:XAL:V069476:5dd4c46f5b548b581c8bdffaaf7d4e93,V069476,,L. Ballesteros M.,41,1980-02-12T00:00:00,1980.0,2.0,12.0,,MX,Veracruz de ignacio de la llave,NO DISPONIBLE,-98.466667,20.516667,1110.0,Bosque de encino-pino,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque de Quercus Información ambiental / Tipo de suelo: Suelo amarillo, arcilloso Información ambiental / Primaria/Secundaria: Secundaria Características de Plantas / Flor: amarilla Características de Plantas / Fruto: verde Características de Plantas / Tamaño: 40 cm Forma de crecimiento / Hierba: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / No disponible: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Abundante Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:50 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
2629560641,INECOL,XAL,urn:catalog:INECOL:XAL:V069468:d2421cc7adcc395638f0e9eb16210c72,V069468,,G. Castillo-Campos; G. Cortés R.; J. Becerra Z.,1819,1981-05-07T00:00:00,1981.0,5.0,7.0,,MX,Veracruz de ignacio de la llave,"Cerro de Villa Rica, cerca de Mundo Nuevo",-96.723611,19.79,1650.0,Bosque caducifolio,,,PRESERVED_SPECIMEN,af2176d4ce2cb96dcd2f1968a0131164,45877.0,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,98c51784-da02-4f0e-81a4-f3635cb3cba7,,NO DISPONIBLE,"TipoVegetacion / Bosque mesófilo de montaña Información ambiental / Tipo de suelo: suelo pardo, arcilloso, pedregoso Información ambiental / Primaria/Secundaria: Primaria Características de Plantas / Fruto: blanco Características de Plantas / Tamaño: 3 m Forma de crecimiento / Arbusto: ND Forma de hoja / No disponible: ND Forma de nutrición / No disponible: ND Forma de vida / No disponible: ND Hábito / No disponible: ND Longevidad / Perenne: ND Posición del tallo / No disponible: ND Tipo de tallo / No disponible: ND Información ambiental / Clima: ND Otros datos / No Disponible: ND Otros Datos Ejemplar / Abundancia: Escasa Otros Datos Ejemplar / Capturista: Maricruz Otros Datos Ejemplar / FechaCapturaEjemplar: 25/09/2003 10:51:48 a.m.",,,False,True,80.0,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Mexico,"(17, 27]"
